,chip,month,score
5271,9b6ff42d,0,0.964
5272,9b7588c5,10,0.968
5273,9b7fe3fe,8,0.913
5274,9b8094dc,3,0.858
5275,9b849ff8,7,0.9410000000000001
5276,9b89a35f,9,0.957
5277,9b8a56fa,9,0.973
5278,9b8b32cf,9,0.952
5279,9b95bf42,7,0.908
5280,9ba40982,8,0.906
5281,9baa2425,9,0.961
5282,9bb33648,11,0.91
5283,9bb7c44e,2,0.698
5284,9bc068e8,7,0.928
5285,9bc43687,8,0.99
5286,9bcedad2,9,0.974
5287,9bcf570d,9,0.951
5288,9bd5f9ee,8,0.974
5289,9bd9b06a,11,0.9299999999999999
5290,9be4154f,8,0.911
5291,9be7b7a6,8,0.975
5292,9be96eaf,2,0.972
5293,9bec470b,9,0.927
5294,9bf03d10,7,0.971
5295,9bf56a79,2,0.89
5296,9c00bcd3,8,0.7989999999999999
5297,9c04efad,9,0.966
5298,9c0b1f4a,4,0.881
5299,9c0d26f3,7,0.961
5300,9c1796e8,9,0.971
5301,9c1b5377,8,0.903
5302,9c1e7e26,7,0.927
5303,9c1f50f4,0,0.964
5304,9c29fdd7,0,0.951
5305,9c2d26a5,2,0.976
5306,9c2f7b15,2,0.861
5307,9c35248a,10,0.873
5308,9c37f6a6,10,0.924
5309,9c3c2e3e,7,0.947
5310,9c456f77,0,0.95
5311,9c622a17,9,0.974
5312,9c62da63,7,0.9319999999999999
5313,9c6d8c89,11,0.952
5314,9c726e3f,7,0.83
5315,9c739993,8,0.964
5316,9c74e79c,10,0.95
5317,9c7840f1,8,0.927
5318,9c84f5a2,8,0.982
5319,9ca27f40,10,0.953
5320,9ca6be4a,9,0.949
5321,9cb06647,8,0.956
5322,9cc337c8,2,0.975
5323,9cc3d972,7,0.915
5324,9cc5a28f,7,0.978
5325,9cd6b613,9,0.9410000000000001
5326,9cd6bcd7,9,0.954
5327,9cd81155,8,0.969
5328,9ce5df01,10,0.376
5329,9ced6634,10,0.937
5330,9cf3b0fa,0,0.83
5331,9cf414b4,7,0.956
5332,9cfa5b9f,9,0.919
5333,9cfa97b3,8,0.943
5334,9cfe9617,8,0.972
5335,9d066757,9,0.968
5336,9d0cc363,8,0.976
5337,9d11a5e8,8,0.953
5338,9d1dff41,7,0.9410000000000001
5339,9d25fde5,10,0.991
5340,9d29d677,2,0.972
5341,9d2aa440,3,0.964
5342,9d355424,8,0.964
5343,9d3ba1dd,9,0.952
5344,9d67ba2e,7,0.9299999999999999
5345,9d6ba06a,9,0.963
5346,9d718435,5,0.938
5347,9d73fff0,8,0.953
5348,9d776b52,9,0.927
5349,9d77883b,0,0.912
5350,9d7d0c1f,8,0.978
5351,9d9827c0,9,0.923
5352,9d99d46e,7,0.909
5353,9d9fd8ff,8,0.935
5354,9da1da09,9,0.947
5355,9da2d644,8,0.935
5356,9da3a6f1,9,0.963
5357,9daa6c78,8,0.974
5358,9daddabe,10,0.92
5359,9db1c617,0,0.948
5360,9db6bded,2,0.981
5361,9db7861d,8,0.961
5362,9db893df,9,0.96
5363,9dc37517,10,0.925
5364,9dd2f444,9,0.954
5365,9dd4de1e,9,0.953
5366,9ddd108e,9,0.9410000000000001
5367,9de55393,3,0.898
5368,9dea5cb4,8,0.944
5369,9df8f3bb,0,0.985
5370,9dfc6558,8,0.929
5371,9e02915b,8,0.979
5372,9e165df8,7,0.984
5373,9e2789b7,7,0.927
5374,9e338c8a,0,0.952
5375,9e5fe349,8,0.72
5376,9e624566,10,0.959
5377,9e666ec0,11,0.963
5378,9e6bd025,7,0.959
5379,9e826192,10,0.975
5380,9e860eda,7,0.965
5381,9e89d1ab,11,0.903
5382,9e8d9cea,0,0.904
5383,9e8fb094,8,0.965
5384,9e91260c,7,0.963
5385,9e91b905,9,0.968
5386,9e9df261,9,0.957
5387,9ea2aa1f,10,0.983
5388,9ea62d64,8,0.943
5389,9eb1b19b,9,0.911
5390,9eb7cc77,7,0.961
5391,9eb8ddbb,5,0.945
5392,9ec2297a,8,0.973
5393,9ec82a50,8,0.904
5394,9ed5f260,0,0.973
5395,9ed69ea1,10,0.958
5396,9edb79b2,8,0.9410000000000001
5397,9ede0c75,10,0.872
5398,9ee4ebd5,7,0.879
5399,9ee6844b,8,0.977
5400,9ef7f2e3,8,0.99
5401,9efab59f,11,0.989
5402,9efd4c6d,8,0.921
5403,9f025b5c,9,0.938
5404,9f14a291,8,0.969
5405,9f154a38,8,0.965
5406,9f16ef04,11,0.952
5407,9f1d01cc,9,0.9390000000000001
5408,9f2184a4,2,0.927
5409,9f240d72,10,0.972
5410,9f269a8a,10,0.95
5411,9f3689ff,8,0.927
5412,9f4aba28,9,0.969
5413,9f528d83,2,0.6819999999999999
5414,9f5c4bd6,6,0.732
5415,9f61c240,9,0.916
5416,9f7033da,1,0.953
5417,9f703701,8,0.944
5418,9f788f09,7,0.964
5419,9f80c39c,7,0.91
5420,9f8685a3,8,0.953
5421,9f8f8952,8,0.919
5422,9f8fcd5c,8,0.926
5423,9f94c1d4,9,0.973
5424,9f9b2da6,8,0.947
5425,9f9c928d,7,0.961
5426,9fa016c2,8,0.951
5427,9fa21696,10,0.945
5428,9fa3b9d1,7,0.976
5429,9fa856f0,8,0.923
5430,9fa8d319,11,0.951
5431,9fbf65cf,3,0.972
5432,9fcd3a6f,4,0.995
5433,9fce089d,8,0.921
5434,9fd56708,5,0.896
5435,9fe82824,9,0.924
5436,9fec3bae,4,0.905
5437,9ffa01b9,11,0.922
5438,9ffb3e78,7,0.974
5439,a00978e6,9,0.937
5440,a0101d8d,8,0.951
5441,a01646fd,8,0.951
5442,a019c8ad,8,0.943
5443,a01f8b8d,0,0.974
5444,a0333763,10,0.968
5445,a033f1d5,8,0.955
5446,a043365b,11,0.975
5447,a044c860,9,0.917
5448,a04d3edd,7,0.907
5449,a0519d04,7,0.954
5450,a05a30eb,2,0.909
5451,a05d005a,9,0.966
5452,a0675ac8,7,0.946
5453,a072b45b,9,0.969
5454,a073c986,11,0.922
5455,a07b1847,8,0.981
5456,a08850b0,8,0.989
5457,a08dd94f,8,0.967
5458,a097043b,10,0.935
5459,a0a5d787,9,0.965
5460,a0b367cb,7,0.972
5461,a0ba8cbc,8,0.962
5462,a0bada58,8,0.928
5463,a0d63b72,7,0.97
5464,a0e92440,7,0.964
5465,a0ea55fd,5,0.948
5466,a0fd9353,8,0.983
5467,a10c6c74,9,0.925
5468,a10c9a9a,7,0.928
5469,a11a3623,2,0.918
5470,a1223f41,7,0.903
5471,a127f461,9,0.914
5472,a13928ec,0,0.927
5473,a13dd74b,3,0.244
5474,a1420cf2,9,0.958
5475,a1536391,7,0.963
5476,a154dbbc,10,0.972
5477,a15772cf,8,0.957
5478,a15a0f4d,0,0.9319999999999999
5479,a15a1379,10,0.916
5480,a15c8edb,0,0.96
5481,a16ba6b3,9,0.972
5482,a176f693,9,0.966
5483,a178d508,7,0.831
5484,a17b9fa5,2,0.937
5485,a18ef759,9,0.976
5486,a198fab0,8,0.964
5487,a1ab1696,0,0.911
5488,a1b2a925,7,0.912
5489,a1b493d5,8,0.969
5490,a1bb1326,3,0.972
5491,a1cb1ca5,1,0.935
5492,a1d0106d,8,0.946
5493,a1e2da4b,8,0.931
5494,a1f019b3,8,0.901
5495,a1f43e98,2,0.956
5496,a1f54074,7,0.971
5497,a20179b9,8,0.962
5498,a203b55b,8,0.933
5499,a2067626,8,0.907
5500,a21ef870,9,0.912
5501,a221e120,3,0.89
5502,a22f4970,8,0.955
5503,a23a9f66,8,0.956
5504,a23b457f,8,0.929
5505,a2418f53,4,0.979
5506,a248174c,8,0.921
5507,a2485e31,4,0.8160000000000001
5508,a250f69e,7,0.858
5509,a251cbf8,9,0.983
5510,a25294b6,9,0.987
5511,a259bbd9,11,0.905
5512,a25ea24d,5,0.938
5513,a271ff8a,9,0.972
5514,a292c83e,10,0.905
5515,a29722cd,0,0.949
5516,a2a16250,9,0.924
5517,a2a9f1bb,9,0.916
5518,a2b137fd,7,0.902
5519,a2b1dde6,8,0.983
5520,a2b204a1,0,0.938
5521,a2b2b102,1,0.908
5522,a2b75ec0,9,0.922
5523,a2b77697,8,0.95
5524,a2c8e511,8,0.965
5525,a2d1e0cb,11,0.985
5526,a2d9d861,7,0.952
5527,a2e4208b,9,0.955
5528,a2e5cc19,9,0.911
5529,a2e92539,8,0.971
5530,a2ea1144,8,0.973
5531,a2f16965,8,0.949
5532,a2f7fe47,7,0.954
5533,a2feeaff,8,0.972
5534,a307ac91,8,0.901
5535,a309acfa,0,0.958
5536,a3107eee,8,0.861
5537,a31cdba6,11,0.947
5538,a31eb031,8,0.946
5539,a3257cc5,1,0.964
5540,a32fc215,5,0.954
5541,a33182f5,9,0.908
5542,a337a303,3,0.879
5543,a33df0cd,8,0.914
5544,a3501848,8,0.923
5545,a35d2244,0,0.956
5546,a36766f9,8,0.908
5547,a36fb23b,9,0.966
5548,a37740f8,8,0.915
5549,a3836847,7,0.987
5550,a3906a08,7,0.975
5551,a3933d4c,9,0.951
5552,a39b2ba1,8,0.98
5553,a39cb449,8,0.9390000000000001
5554,a39d240b,7,0.891
5555,a3a240bd,8,0.962
5556,a3a5d501,0,0.946
5557,a3a7549a,11,0.942
5558,a3a9f05d,8,0.937
5559,a3aac2ce,8,0.956
5560,a3af2825,8,0.9339999999999999
5561,a3b3b0cd,4,0.963
5562,a3b4516c,9,0.959
5563,a3bbbecf,9,0.912
5564,a3bf756f,10,0.976
5565,a3c37cbf,0,0.958
5566,a3cb79d8,0,0.963
5567,a3e4db43,11,0.953
5568,a3f4e8b5,7,0.94
5569,a3fc5f14,9,0.926
5570,a3fcd540,9,0.975
5571,a407de97,8,0.9410000000000001
5572,a41078c1,10,0.958
5573,a41934f7,5,0.962
5574,a41ee82f,0,0.967
5575,a423cebf,8,0.979
5576,a424591f,8,0.973
5577,a427552b,7,0.954
5578,a42c9297,0,0.953
5579,a42d1ceb,10,0.969
5580,a42fa8a5,9,0.975
5581,a432b798,8,0.974
5582,a4367d08,0,0.906
5583,a43abea7,7,0.921
5584,a4529dfd,7,0.959
5585,a460bae9,11,0.86
5586,a47e43f1,0,0.983
5587,a4888232,7,0.977
5588,a489f415,8,0.984
5589,a4934fa1,8,0.955
5590,a495c7dd,10,0.92
5591,a49763ac,8,0.902
5592,a4a02708,10,0.951
5593,a4ac8826,8,0.917
5594,a4b68abf,9,0.963
5595,a4b99791,0,0.993
5596,a4b9aa03,8,0.959
5597,a4ced7b4,11,0.935
5598,a4d7ecb0,5,0.988
5599,a4ddd290,2,0.949
5600,a50ce36f,3,0.973
5601,a51697c8,0,0.949
5602,a5289942,11,0.924
5603,a53019ea,3,0.953
5604,a53c9f32,7,0.972
5605,a54140bb,7,0.947
5606,a5467a4e,7,0.951
5607,a54c2437,9,0.964
5608,a54ca8b6,8,0.943
5609,a55a7f02,5,0.9410000000000001
5610,a55c935a,9,0.959
5611,a56f5e7d,8,0.986
5612,a56fa777,3,0.968
5613,a5703727,3,0.948
5614,a582b2ab,7,0.937
5615,a58f1b46,9,0.981
5616,a590f79a,7,0.959
5617,a59147c9,8,0.968
5618,a593ff1e,11,0.956
5619,a59c9e3e,10,0.9410000000000001
5620,a5a6c7dd,10,0.949
5621,a5afc7ae,9,0.971
5622,a5b8484b,9,0.942
5623,a5bbe9fd,9,0.954
5624,a5bd5d7d,8,0.935
5625,a5c3a687,0,0.959
5626,a5c912ac,9,0.963
5627,a5ce7e0a,8,0.908
5628,a5d21178,9,0.944
5629,a5d3e9ab,9,0.973
5630,a5dbbb69,1,0.926
5631,a5e2950a,0,0.92
5632,a5ecd47d,10,0.965
5633,a5f7014b,10,0.987
5634,a5f8ae18,10,0.9319999999999999
5635,a5f93aa1,7,0.967
5636,a5f98809,9,0.921
5637,a5fad3b7,11,0.976
5638,a5fbfeda,3,0.916
5639,a5fcf4e6,8,0.959
5640,a5fd47ef,0,0.968
5641,a60c3b97,11,0.85
5642,a625f346,1,0.914
5643,a62d7b19,5,0.9390000000000001
5644,a6339c36,8,0.959
5645,a6404361,9,0.957
5646,a6420cc6,0,0.94
5647,a6440838,7,0.969
5648,a655cef3,2,0.906
5649,a65600a0,9,0.983
5650,a65a4286,9,0.92
5651,a65e405d,10,0.993
5652,a6689aa7,8,0.964
5653,a66e3bea,11,0.97
5654,a674e6bd,9,0.909
5655,a675b158,8,0.918
5656,a675e118,8,0.985
5657,a6778220,2,0.972
5658,a691acce,7,0.917
5659,a693d3c5,7,0.935
5660,a69ec9aa,8,0.96
5661,a6a75454,10,0.903
5662,a6a7babb,8,0.912
5663,a6aa9958,0,0.91
5664,a6ae701f,8,0.929
5665,a6be4a84,8,0.957
5666,a6be76bb,2,0.943
5667,a6c59773,11,0.979
5668,a6c673f3,0,0.922
5669,a6c90d5f,9,0.976
5670,a6c94ed6,10,0.989
5671,a6d1158c,9,0.944
5672,a6d526f9,9,0.918
5673,a6dfaa5a,0,0.991
5674,a6e920eb,5,0.914
5675,a6ecdb53,5,0.961
5676,a709c52c,10,0.973
5677,a7106adc,6,0.948
5678,a711821f,3,0.906
5679,a712e3a0,9,0.96
5680,a71724c3,5,0.921
5681,a719159f,8,0.952
5682,a7198dfd,9,0.963
5683,a719c41f,11,0.957
5684,a726f260,9,0.963
5685,a72d809d,8,0.954
5686,a72e67db,10,0.903
5687,a72ee634,10,0.969
5688,a72fe560,10,0.992
5689,a7337b8a,0,0.942
5690,a74a462e,1,0.862
5691,a74d5ce1,8,0.908
5692,a74f0b4d,9,0.977
5693,a750a0a1,1,0.929
5694,a756adb9,10,0.968
5695,a759e918,8,0.942
5696,a7693e2a,8,0.953
5697,a7749166,2,0.985
5698,a77c694d,8,0.942
5699,a7821720,7,0.959
5700,a78831fd,9,0.951
5701,a789d86f,11,0.959
5702,a79055c4,0,0.983
5703,a7b200e9,0,0.92
5704,a7b2abf4,7,0.979
5705,a7b4ae52,6,0.975
5706,a7cde262,0,0.946
5707,a7cf91c5,9,0.954
5708,a7d436ad,3,0.942
5709,a7d75c1c,11,0.894
5710,a7d75fc6,0,0.911
5711,a7dcdb6f,7,0.957
5712,a7dceca3,7,0.8009999999999999
5713,a7de99f3,9,0.953
5714,a7e3eb72,11,0.933
5715,a7e4ca2c,8,0.968
5716,a7e632ce,8,0.994
5717,a7f26f8e,8,0.96
5718,a7f996f5,9,0.952
5719,a8029c33,7,0.953
5720,a803d069,9,0.783
5721,a8186369,9,0.969
5722,a81c42d5,8,0.978
5723,a830da5c,5,0.956
5724,a835df79,9,0.964
5725,a83aec5f,8,0.967
5726,a83f10bc,0,0.948
5727,a86afab3,8,0.968
5728,a8766206,8,0.965
5729,a879077d,0,0.96
5730,a87d64df,0,0.903
5731,a87ec87a,8,0.94
5732,a8872b7f,7,0.951
5733,a88c473c,8,0.961
5734,a899bfe4,10,0.952
5735,a89c634a,10,0.977
5736,a89dc082,5,0.969
5737,a8a6b3ac,8,0.926
5738,a8b21320,8,0.958
5739,a8b42bbe,9,0.943
5740,a8bcb046,8,0.953
5741,a8c086ba,7,0.968
5742,a8ca3a71,8,0.956
5743,a8cbadcd,8,0.922
5744,a8ce72c2,0,0.924
5745,a8d10e0a,8,0.962
5746,a8d5a9d7,4,0.961
5747,a8f5cfac,9,0.925
5748,a904ccb0,11,0.977
5749,a90a18e4,2,0.892
5750,a910ee00,8,0.952
5751,a9148b1a,8,0.896
5752,a915be02,0,0.923
5753,a9198e7b,8,0.949
5754,a92033bc,9,0.914
5755,a920e690,5,0.955
5756,a9267103,9,0.953
5757,a92f468a,8,0.8180000000000001
5758,a9426441,4,0.967
5759,a94ea786,10,0.937
5760,a953ef9b,10,0.929
5761,a95ab90f,2,0.962
5762,a95d0104,9,0.927
5763,a9617118,7,0.9410000000000001
5764,a9688830,10,0.959
5765,a97d6731,9,0.973
5766,a9824401,6,0.931
5767,a984b2e2,3,0.962
5768,a98e83c2,7,0.975
5769,a992c5f4,11,0.963
5770,a99c0a7d,7,0.963
5771,a99d2dfe,9,0.955
5772,a9b4faa6,9,0.992
5773,a9bfc912,5,0.969
5774,a9c40758,7,0.981
5775,a9c5ce49,10,0.97
5776,a9ce0989,8,0.947
5777,a9d303ca,9,0.951
5778,a9d6dac5,8,0.9339999999999999
5779,a9e66d03,6,0.947
5780,a9e89039,11,0.9299999999999999
5781,a9ee85c3,8,0.993
5782,a9f6710d,8,0.951
5783,a9faf390,10,0.975
5784,a9fbbbe7,8,0.943
5785,aa018d7b,8,0.973
5786,aa0a5c41,7,0.968
5787,aa178ec6,10,0.969
5788,aa2c23a4,9,0.973
5789,aa35ec15,3,0.935
5790,aa41e305,8,0.9319999999999999
5791,aa4b75f8,9,0.928
5792,aa5b06b3,9,0.955
5793,aa5e5f82,8,0.957
5794,aa7cb3b5,0,0.954
5795,aa843336,9,0.974
5796,aa8a93ed,10,0.962
5797,aa8b0bf7,8,0.907
5798,aa9b679b,4,0.96
5799,aa9db5a8,8,0.956
5800,aab51037,9,0.931
5801,aab66d6a,9,0.899
5802,aabb7449,9,0.949
5803,aac55cc2,8,0.99
5804,aacaa344,9,0.965
5805,aacdfe38,8,0.94
5806,aad9f018,11,0.907
5807,aae569ac,9,0.914
5808,aaec3f92,0,0.959
5809,aaec84af,6,0.923
5810,aaec974c,7,0.954
5811,aaf298c0,10,0.959
5812,aaf89a90,7,0.924
5813,aafd1e9b,0,0.951
5814,ab00661e,10,0.978
5815,ab0543a4,4,0.977
5816,ab097dda,7,0.91
5817,ab2f0ca2,0,0.962
5818,ab31a032,7,0.962
5819,ab430df7,3,0.97
5820,ab4fe89d,10,0.968
5821,ab66814b,8,0.961
5822,ab677c6d,3,0.879
5823,ab6fd803,10,0.958
5824,ab7e1644,0,0.9319999999999999
5825,ab8aca7a,9,0.954
5826,ab8b0bd1,1,0.97
5827,ab8f4064,8,0.972
5828,ab939ecf,10,0.953
5829,aba81e3c,8,0.944
5830,abaabe89,10,0.925
5831,abb9e525,9,0.956
5832,abbd754e,9,0.996
5833,abc2d3e8,9,0.969
5834,abc5d397,8,0.9319999999999999
5835,abccf502,8,0.988
5836,abf2f1d7,0,0.958
5837,abfc66c4,9,0.956
5838,ac019e4d,4,0.938
5839,ac01b691,10,0.922
5840,ac066509,3,0.964
5841,ac091b88,7,0.967
5842,ac10f6f0,7,0.974
5843,ac15a81a,10,0.927
5844,ac16a006,1,0.943
5845,ac19a229,9,0.961
5846,ac257c96,9,0.961
5847,ac3a26fe,0,0.917
5848,ac3c4e4f,8,0.921
5849,ac43a833,10,0.836
5850,ac45a7f8,8,0.961
5851,ac5111a2,4,0.977
5852,ac514370,9,0.97
5853,ac54154e,11,0.954
5854,ac5764e8,11,0.99
5855,ac75f93d,8,0.964
5856,ac7db8dc,7,0.986
5857,ac8132f2,8,0.942
5858,ac8aad0f,10,0.963
5859,ac8beca0,11,0.979
5860,ac8f6e27,9,0.952
5861,ac963877,10,0.905
5862,ac965cdf,7,0.955
5863,ac9d21ac,6,0.97
5864,aca27dd8,2,0.969
5865,acbaa2d1,8,0.979
5866,acbb1af3,2,0.925
5867,acc2941d,8,0.9410000000000001
5868,acc68305,9,0.919
5869,acc758c2,7,0.958
5870,acc99584,9,0.951
5871,acca2ec2,10,0.91
5872,ace23156,0,0.944
5873,acfcbd51,7,0.987
5874,ad000a39,7,0.888
5875,ad1152eb,8,0.925
5876,ad136269,11,0.952
5877,ad15b16c,7,0.917
5878,ad2da122,9,0.962
5879,ad34ebe0,8,0.962
5880,ad479211,8,0.967
5881,ad6462d6,9,0.987
5882,ad6e5a1c,8,0.977
5883,ad73dec6,0,0.766
5884,ad7a1ae0,9,0.959
5885,ad8ee48d,8,0.9390000000000001
5886,ad8fd7f2,11,0.977
5887,ad9e17c5,9,0.9
5888,adab104c,1,0.813
5889,adad91ae,1,0.92
5890,adb0b338,8,0.927
5891,adb1695f,7,0.598
5892,adb41b75,8,0.964
5893,adc363bf,11,0.955
5894,add091ae,0,0.971
5895,addc1985,9,0.972
5896,addfdc9e,11,0.905
5897,ade03711,0,0.966
5898,ade55c59,7,0.966
5899,adef57a8,2,0.928
5900,adf19a84,7,0.965
5901,adf5d2b6,9,0.9339999999999999
5902,ae026c7a,0,0.954
5903,ae033c33,10,0.951
5904,ae08bbd5,7,0.918
5905,ae0cb96c,7,0.925
5906,ae0e4109,0,0.943
5907,ae2f1d62,7,0.965
5908,ae305d97,8,0.981
5909,ae3b8a93,7,0.972
5910,ae4d8096,8,0.905
5911,ae505be3,0,0.971
5912,ae528349,9,0.965
5913,ae6be1e8,8,0.954
5914,ae78deca,7,0.964
5915,ae817f54,5,0.977
5916,ae856fbb,9,0.938
5917,ae8a5a77,8,0.96
5918,ae917c62,8,0.95
5919,ae9b24ef,8,0.964
5920,ae9e0e8a,10,0.974
5921,ae9e3e56,5,0.97
5922,aeaa60c8,9,0.915
5923,aeb83350,5,0.992
5924,aebcb6b9,8,0.973
5925,aec0a0a7,3,0.935
5926,aec7576d,9,0.984
5927,aed1a26c,6,0.945
5928,aed3ad30,9,0.929
5929,aed6e49f,8,0.963
5930,aee609c9,7,0.944
5931,aee8f3f2,8,0.902
5932,aeea53e0,8,0.983
5933,aeed6a03,8,0.955
5934,aeeef805,7,0.98
5935,aef80012,7,0.957
5936,af000a41,11,0.244
5937,af07f492,9,0.916
5938,af09e4bb,9,0.995
5939,af0bf049,10,0.956
5940,af0e065a,9,0.922
5941,af12a88a,10,0.977
5942,af1c4c01,6,0.86
5943,af1d33ee,8,0.956
5944,af31ab43,9,0.955
5945,af4a889f,3,0.886
5946,af7460ed,5,0.875
5947,af75d5fc,7,0.868
5948,af8ac085,8,0.928
5949,af8bd68d,8,0.987
5950,af909842,8,0.98
5951,afa16737,3,0.782
5952,afa7f357,9,0.951
5953,afacbc05,8,0.971
5954,afad4ae2,9,0.962
5955,afb8e608,9,0.91
5956,afba0ecc,0,0.927
5957,afc066c3,8,0.957
5958,afc8d4b4,8,0.948
5959,afca97be,8,0.966
5960,afd2b531,8,0.993
5961,afd5796d,8,0.981
5962,afdfd271,7,0.96
5963,b0010000,8,0.919
5964,b0046e75,9,0.974
5965,b00a72d4,3,0.964
5966,b00bbf5d,0,0.957
5967,b00f7214,9,0.903
5968,b0124835,3,0.923
5969,b01b9faa,8,0.938
5970,b01c0d8a,9,0.942
5971,b02957de,8,0.921
5972,b02d9e12,7,0.955
5973,b0375df0,8,0.9299999999999999
5974,b040e546,7,0.95
5975,b048619d,7,0.994
5976,b04ff963,9,0.958
5977,b0583a15,8,0.974
5978,b0590b00,8,0.919
5979,b059a953,7,0.968
5980,b05a2c7d,7,0.958
5981,b05ae198,0,0.957
5982,b05ec475,7,0.965
5983,b060808e,5,0.895
5984,b06295d1,11,0.96
5985,b0645b76,8,0.942
5986,b0654dfd,9,0.9339999999999999
5987,b06c4232,7,0.981
5988,b087742e,9,0.961
5989,b0880edc,9,0.974
5990,b08d83e7,10,0.968
5991,b08fae9c,9,0.957
5992,b0956ff0,1,0.972
5993,b09baaf3,2,0.891
5994,b0a6aab9,8,0.951
5995,b0a6c31d,9,0.945
5996,b0a92b34,9,0.938
5997,b0b6749d,7,0.908
5998,b0c0590d,9,0.904
5999,b0c2ba3a,10,0.957
6000,b0ca07bb,6,0.953
6001,b0cc33e9,8,0.92
6002,b0cd8cfa,8,0.976
6003,b0cdaacf,0,0.9339999999999999
6004,b0e0b4d6,10,0.919
6005,b0e4e722,6,0.897
6006,b0e9c8cb,8,0.971
6007,b0fba826,8,0.92
6008,b10028b7,8,0.963
6009,b1139597,9,0.974
6010,b12af3d0,8,0.929
6011,b12baa35,6,0.954
6012,b134ad39,7,0.962
6013,b142c357,8,0.963
6014,b14df169,6,0.974
6015,b14e2779,9,0.944
6016,b15340bf,9,0.921
6017,b154bbfd,8,0.9299999999999999
6018,b157ef79,6,0.962
6019,b15e689e,8,0.962
6020,b15ecf8a,10,0.969
6021,b1619766,5,0.977
6022,b1641d3f,9,0.917
6023,b166ced4,9,0.951
6024,b17132cf,10,0.965
6025,b182db88,8,0.983
6026,b1865c4e,10,0.96
6027,b1891c47,9,0.956
6028,b18fbfb3,2,0.937
6029,b1be7780,0,0.916
6030,b1be9097,10,0.953
6031,b1d418e3,0,0.965
6032,b1db7714,11,0.962
6033,b1dc2191,8,0.952
6034,b1eca4f8,4,0.942
6035,b1ef0449,7,0.964
6036,b1f8be3b,0,0.8220000000000001
6037,b1f952dd,0,0.966
6038,b2122067,0,0.902
6039,b21710b0,8,0.976
6040,b2171b33,8,0.906
6041,b226f01d,8,0.985
6042,b22d7d0a,9,0.959
6043,b22df8ca,8,0.88
6044,b230083e,0,0.902
6045,b23e3573,8,0.976
6046,b23f010e,10,0.95
6047,b2490705,9,0.916
6048,b2529555,7,0.955
6049,b2570b5c,0,0.9390000000000001
6050,b257dc9f,7,0.981
6051,b25baadd,9,0.848
6052,b25d4119,0,0.869
6053,b25fd988,7,0.96
6054,b26bfeb6,9,0.923
6055,b2740cf7,8,0.961
6056,b275e6e6,7,0.963
6057,b27bcdad,9,0.954
6058,b27e6328,8,0.984
6059,b2827932,7,0.902
6060,b282df42,7,0.931
6061,b28573ea,8,0.966
6062,b286a8d4,9,0.983
6063,b294dc93,11,0.883
6064,b2c401d0,0,0.961
6065,b2c4e776,7,0.979
6066,b2c7af05,8,0.927
6067,b2d11155,0,0.954
6068,b2d20810,9,0.956
6069,b2d76451,8,0.933
6070,b2e18e88,0,0.902
6071,b2eda351,1,0.8220000000000001
6072,b2f4c1e2,10,0.97
6073,b2f5687e,7,0.974
6074,b2f5aef2,7,0.957
6075,b304a7e4,9,0.975
6076,b3077db7,4,0.942
6077,b30c2f82,3,0.947
6078,b30ef48c,8,0.943
6079,b31b3172,8,0.96
6080,b32c16b8,0,0.951
6081,b339ac7c,7,0.956
6082,b33e4c5e,8,0.952
6083,b341040f,8,0.914
6084,b34e79f0,10,0.968
6085,b356e923,8,0.968
6086,b3625ed5,7,0.959
6087,b3647422,10,0.953
6088,b369529f,1,0.973
6089,b377d2c9,8,0.966
6090,b3866170,9,0.901
6091,b38bb293,7,0.938
6092,b398e3f5,7,0.945
6093,b39f7b74,8,0.978
6094,b3b09e5f,9,0.951
6095,b3b10f32,7,0.953
6096,b3b2a33b,2,0.929
6097,b3b35f5e,0,0.92
6098,b3bbb695,9,0.956
6099,b3bcda79,8,0.916
6100,b3bd75f9,8,0.964
6101,b3c29fad,8,0.907
6102,b3c55e4e,9,0.905
6103,b3d35bea,8,0.915
6104,b3d853ae,8,0.973
6105,b3e2071d,9,0.968
6106,b3ef5717,7,0.953
6107,b3f0ec1f,9,0.9410000000000001
6108,b3f413a9,8,0.968
6109,b4030b95,8,0.935
6110,b419a4ac,9,0.958
6111,b420511c,10,0.956
6112,b422b645,7,0.9410000000000001
6113,b42b808d,8,0.94
6114,b430e118,3,0.926
6115,b44067b7,2,0.953
6116,b443646d,6,0.949
6117,b454bafe,3,0.831
6118,b458e4d0,8,0.938
6119,b45a22e4,8,0.955
6120,b463d1f0,5,0.943
6121,b463ea85,8,0.908
6122,b4656b97,8,0.973
6123,b4658c6d,3,0.969
6124,b4721cfc,10,0.889
6125,b4799dfe,4,0.945
6126,b47bfd8c,8,0.943
6127,b484092e,7,0.984
6128,b498e66e,8,0.868
6129,b49ce053,0,0.963
6130,b4a417b2,7,0.981
6131,b4a87a08,2,0.893
6132,b4ae27de,0,0.967
6133,b4b77f9e,0,0.958
6134,b4d06bdf,8,0.983
6135,b4d2cabc,2,0.881
6136,b4d46037,11,0.563
6137,b4d9dfcc,9,0.969
6138,b4e7641c,9,0.913
6139,b4eb5daa,8,0.964
6140,b4f485e9,0,0.977
6141,b504e9b2,6,0.52
6142,b5116721,10,0.973
6143,b51364ec,1,0.9390000000000001
6144,b51f493c,8,0.907
6145,b52c36a2,8,0.922
